objid,specobjid,class,run,rerun,camcol,field,ra,dec,redshift,dered_u,deVRad_u,psffwhm_u,extinction_u,dered_g,deVRad_g,psffwhm_g,extinction_g,dered_r,deVRad_r,psffwhm_r,extinction_r,dered_i,deVRad_i,psffwhm_i,extinction_i,dered_z,deVRad_z,psffwhm_z,extinction_z,u_g,g_r,r_i,i_z,set,pred_class,prob_gal,prob_star
1237661125071667294,12511046910357032960,STAR,3644,301,3,53,118.894723499563,20.2571293329779,4.683167e-06,24.55371,0.03960956,1.70769,0.2328315,24.28229,0.0005470635,1.721741,0.1814208,21.93548,0.2859052,1.32993,0.125506,20.59224,0.06723058,1.41886,0.09326444,19.60744,7.598811e-05,1.437748,0.06937161,0.3228302,2.402721,1.375486,1.008684,TEST,STAR,0.48151433,0.5184856
1237659161196888898,9585952076170809344,STAR,3187,301,1,38,230.473971533902,46.2543343763346,0.002648945,22.9607,1.702157,1.342035,0.09757761,22.12617,0.1550169,1.119649,0.07603181,22.03255,0.008416636,0.9720419,0.05259846,22.13723,0.06714535,0.965393,0.03908629,22.28914,0.0005387694,0.9862228,0.02907302,0.8560658,0.1170597,-0.09116745,-0.1418991,TEST,STAR,0.068607815,0.9313922
1237678620104720495,9848373602914947072,STAR,7717,301,6,368,5.77121689068497,3.47307315732372,7.957181e-06,25.19548,0.0001165353,1.125914,0.1203583,24.23162,5.872852e-05,1.134978,0.09378237,22.74728,0.005566814,0.9845941,0.06487821,20.9123,0.0008189847,0.9668682,0.04821147,20.05498,0.2353751,1.127823,0.03586047,0.9904385,1.513237,1.851646,0.8696728,TEST,STAR,0.03520234,0.9647977
1237672763913666946,12701496617871888384,STAR,6354,301,2,320,356.450903545301,3.56576755288628,5.468384e-05,25.75469,0.1664907,1.386858,0.22678,23.22459,0.2459111,1.200644,0.1767055,22.23577,0.1249686,1.155839,0.122244,20.83908,3.005483e-06,1.064993,0.09084041,19.81392,0.1285845,1.063159,0.06756858,2.580175,1.043282,1.428097,1.048435,TEST,STAR,0.065205604,0.93479437
1237678825706291439,12743121928992346112,STAR,7765,301,5,63,321.173865485778,4.09232292734225,0.0001793221,25.21722,0.00192492,1.161765,0.3545227,24.1984,0.1022469,1.058771,0.2762417,21.82934,0.02099073,1.070631,0.1911027,20.52125,0.1999369,1.008222,0.1420098,19.75476,0.00164909,0.9245669,0.1056292,1.097099,2.454197,1.357187,0.8028641,TEST,STAR,0.10803001,0.8919699
1237678622246110147,9828008723389632512,STAR,7718,301,2,275,43.0226474865091,3.49875249322039,5.241013e-06,25.18353,0.03952689,1.507873,0.2829365,23.44148,0.1895185,1.380703,0.2204622,22.15429,0.2801028,1.092502,0.1525148,20.57153,0.15827,0.9513786,0.1133348,19.7024,0.4712164,1.110021,0.08430028,1.80452,1.355139,1.621943,0.8981667,TEST,STAR,0.13578776,0.8642122
1237678832686924413,12469358102742061056,STAR,7767,301,2,83,22.2950884900996,9.02951481268708,0.0001312325,25.54568,0.05647414,1.678548,0.3306041,23.12547,0.09857206,1.364457,0.2576045,21.84628,0.3915836,1.21616,0.1782096,20.17288,0.2140367,1.053702,0.1324288,18.89167,0.09428941,1.11787,0.09850271,2.493212,1.35858,1.719185,1.315132,TEST,STAR,0.01634541,0.98365456
1237669517441172322,12699204686303219712,STAR,5598,301,3,105,358.511516173671,7.14199357920116,2.593101e-05,25.85031,0.02279042,0.9694229,0.2781478,22.99282,0.9619449,0.8985201,0.2167308,22.04842,0.4325467,0.7898207,0.1499334,20.76743,0.2429518,0.7517022,0.1114166,19.83022,0.2332736,0.7517833,0.08287346,2.918903,1.011194,1.319513,0.965744,TEST,GALAXY,0.97070116,0.029298885
1237667485916594360,5956200821058457600,STAR,5125,301,3,28,132.280936527862,15.6878405497764,9.249101e-05,23.92574,0.0009805826,1.432508,0.1270053,24.56353,0.00865218,1.64303,0.09896164,22.21558,0.6997355,1.246921,0.0684612,19.84769,0.004560224,1.195372,0.05087401,18.32106,0.08955614,1.341371,0.03784092,-0.6097431,2.378454,2.385469,1.539663,TEST,STAR,0.0054102633,0.9945898
1237663784207515889,9898042116084617216,STAR,4263,301,4,270,23.1144302767431,0.15363581212436,0.002189292,22.1046,0.4767909,0.9867588,0.1221059,21.91744,0.08849299,1.072307,0.09514411,22.22999,0.08508306,0.8283804,0.06582025,22.49531,0.0004776069,0.7627769,0.0489115,22.36881,0.8027384,0.9097829,0.03638117,0.214119,-0.2832317,-0.2484074,0.1390343,TEST,STAR,0.44796872,0.5520312
1237676441997017636,8715742222367346688,STAR,7210,301,5,26,5.09147164929448,32.6615929295005,0.0001178984,24.74443,0.004187225,1.623431,0.2754717,24.0886,1.099943,1.663606,0.2146457,21.91246,0.2190265,1.299823,0.1484909,20.62764,0.01376447,1.383869,0.1103446,19.8896,0.08709121,1.282532,0.08207614,0.7166557,2.242302,1.322968,0.7662983,TEST,STAR,0.46306345,0.5369365
1237669680115811112,12735158166440136704,STAR,5636,301,2,147,3.87842354217355,7.03004682327807,1.93557e-05,25.24633,0.456184,1.319956,0.1964993,23.65529,1.611286,1.258011,0.153111,22.60482,0.0008316527,0.9773762,0.1059215,19.92535,0.06491461,0.9778861,0.078711,18.07813,8.082975e-06,0.990333,0.05854652,1.634428,1.097658,2.706678,1.867388,TEST,STAR,0.0054059564,0.99459404
1237674290217485721,10543182218418999296,STAR,6709,301,5,12,115.045818472867,33.2688022598549,7.741684e-05,25.38908,0.0004640601,1.194879,0.1981952,24.05054,0.1853872,1.179644,0.1544324,22.36272,0.09190363,1.03036,0.1068356,20.83679,0.0002424873,0.9054717,0.07939029,19.90104,0.05737233,1.010785,0.05905179,1.382299,1.735418,1.553373,0.9560928,TEST,STAR,0.006211271,0.99378866
1237664669506601744,11518176362180661248,STAR,4469,301,5,254,148.746128186649,34.8184507562478,0.000158729,25.52033,0.07946795,1.563957,0.05558818,23.75714,1.474285,1.456033,0.04331393,22.24918,0.6601257,1.406725,0.02996438,21.12056,0.02601302,1.263978,0.02226674,19.88867,0.448627,1.347311,0.01656237,1.775459,1.521313,1.136318,1.237591,TEST,GALAXY,0.9866078,0.013392206
1237666186184754576,8725887421592653824,STAR,4822,301,6,526,358.787228099976,35.75115894898,6.690016e-05,25.0459,0.00314067,1.54493,0.3581146,23.32652,0.02446924,1.320635,0.2790405,22.06155,0.3346163,1.191982,0.1930389,20.41047,0.06921103,1.293358,0.1434486,19.46103,0.0007364397,1.024767,0.1066994,1.79845,1.350975,1.700663,0.9861927,TEST,STAR,0.008030365,0.99196965
1237680327874119156,8613316108731305984,STAR,8115,301,3,109,335.995601573541,28.694029209718,0.0002416794,23.47958,2.124519,1.235276,0.2644083,23.22741,0.002346469,1.230251,0.2060252,21.93131,0.2277132,1.154736,0.1425273,20.49541,0.01218637,0.9519978,0.1059131,19.75109,0.1028653,0.9867651,0.07877985,0.3105545,1.359594,1.472513,0.7714596,TEST,STAR,0.0098843165,0.9901157
1237678859018502999,12462607926065123328,STAR,7773,301,3,463,23.4843741468126,11.8259630685104,0.0001178478,23.20706,0.2346664,1.103463,0.1820585,23.97611,0.02500216,1.061894,0.1418588,22.01269,0.3234785,0.8568637,0.09813724,20.76049,0.0006003185,0.7732715,0.07292648,19.8267,0.04412237,0.7800226,0.05424391,-0.7288513,2.007141,1.277414,0.9524708,TEST,STAR,0.09205155,0.90794843
1237670016193659676,9832734441092698112,STAR,5714,301,4,96,33.4338947849895,6.87978801056793,5.873454e-05,24.83601,0.3353175,1.103313,0.262385,23.49548,0.1926608,1.018597,0.2044486,22.40242,0.121793,1.021975,0.1414366,20.38756,0.002959497,0.8635871,0.1051025,19.33365,0.002082622,0.9100559,0.07817699,1.398464,1.156069,2.051195,1.080839,TEST,STAR,0.005693733,0.99430627
1237665329307648653,12819610831361953792,STAR,4623,301,2,51,164.144925784823,30.0506928467491,9.777845e-05,23.87088,0.7908179,1.588326,0.06491374,24.55413,0.5683456,1.45965,0.05058035,22.3208,0.1246024,1.31543,0.03499125,20.80237,1.719837e-05,1.249935,0.02600225,19.78427,6.161811e-05,1.27694,0.0193409,-0.6689262,2.248922,1.52742,1.024759,TEST,STAR,0.0115081975,0.9884918
1237667111723729724,2582833978528524288,STAR,5038,301,2,122,144.440002006748,25.1359473657034,2.948739e-05,25.22954,0.004148946,1.231606,0.08721241,24.04088,1.193578,0.9957962,0.06795532,21.99997,0.01579241,0.8808066,0.04701117,19.30853,0.0001502846,0.8201245,0.03493434,17.67283,2.655454e-06,0.8779097,0.02598473,1.207914,2.061855,2.70352,1.64465,TEST,STAR,0.005403535,0.99459654
1237680333245055193,8747237738682798080,STAR,8116,301,5,143,345.038153935422,29.0763156351457,1.06897e-05,25.2017,0.004151269,1.057769,0.2105123,23.52815,0.2468764,0.9927072,0.1640297,22.00446,0.1928967,1.041177,0.113475,20.77258,0.00711403,0.9878778,0.08432409,19.85968,0.0002878882,0.9215429,0.06272163,1.72003,1.574244,1.26103,0.9345055,TEST,STAR,0.032651003,0.96734905
1237672764978626676,8568307040510038016,STAR,6354,301,4,186,348.179652554741,21.8572657585543,6.28193e-05,25.022,3.284416e-05,1.291776,0.8733601,23.87641,0.01551821,1.10661,0.6805163,22.32093,0.01494355,1.041088,0.470778,20.66298,0.08337642,0.989649,0.3498385,19.81208,0.1512621,0.958326,0.2602156,1.338425,1.765221,1.778893,0.9405251,TEST,STAR,0.09210482,0.90789515
1237657629508961474,11521501558643904512,STAR,2830,301,4,111,125.194451229533,33.3474281765097,2.429827e-05,25.22374,0.8141723,1.07216,0.2128926,23.37209,0.4839412,1.077125,0.1658845,22.13352,0.0001009043,0.8078982,0.1147581,20.55899,0.001985224,0.7462785,0.08527758,19.61775,0.03614046,0.9262628,0.06343085,1.898657,1.289696,1.604012,0.9630852,TEST,STAR,0.0059659225,0.9940341
1237661386542416233,12081018563797995520,STAR,3705,301,2,276,243.81492137401,38.2828036352639,3.960908e-05,24.42733,0.2546209,1.344371,0.07363353,23.05902,0.1895322,1.258435,0.05737475,22.2923,0.0001626157,1.121575,0.03969159,20.70303,0.0002830933,1.062108,0.0294951,19.99713,7.582951e-06,1.142465,0.02193894,1.384562,0.7844009,1.599468,0.713459,TEST,STAR,0.07936187,0.92063814
1237665016849629833,11558652412849049600,STAR,4550,301,4,64,165.681379921891,33.8727148671157,7.821289e-05,25.18139,0.01051185,1.305722,0.07660607,23.31122,0.4566031,1.313884,0.05969093,22.28616,0.08604281,1.255769,0.04129391,20.68931,1.311439e-06,1.1189,0.0306858,19.70417,0.3543846,1.137462,0.0228246,1.887077,1.043461,1.607454,0.9930038,TEST,STAR,0.009787674,0.99021226
1237680331634836853,8674072372452806656,STAR,8116,301,2,149,346.324105798338,27.9734480039889,4.735193e-05,24.70133,0.03630907,1.060871,0.4606327,22.73168,0.7552935,0.9843602,0.3589219,21.75663,0.2210034,0.915111,0.2483005,20.36005,0.1020865,0.7072586,0.1845139,19.59793,0.1508471,0.8120281,0.1372444,2.071363,1.085674,1.460367,0.8093872,TEST,STAR,0.055278517,0.94472146
1237671261198746253,5957358608228569088,STAR,6004,301,3,118,133.522509121501,10.9120340714263,0.0001223699,25.00604,0.002348586,1.182926,0.1480988,22.91867,0.1521322,1.255514,0.1153976,22.01961,0.0005083426,0.8784635,0.07983153,19.36097,6.088358e-05,0.8269953,0.05932338,17.93172,0.1016046,1.077962,0.0441257,2.120077,0.9346199,2.679152,1.444447,TEST,STAR,0.005407918,0.994592
1237678601851372110,12451515229120253952,STAR,7713,301,4,372,22.1479251212557,16.999304375342,5.537615e-05,25.08028,0.003185591,1.255838,0.4187613,23.77482,0.3150769,1.243463,0.326296,21.91322,0.2453013,1.00849,0.2257301,20.63321,0.1519761,0.9083844,0.1677416,19.64055,0.08111622,1.029795,0.124769,1.397923,1.96217,1.337996,1.035631,TEST,STAR,0.25045517,0.7495448
1237664093975085905,12003377923367391232,STAR,4335,301,5,164,134.316921057912,28.5474481997735,0.0001631118,22.9143,0.5588402,1.47467,0.1095313,23.31103,1.438974,1.305019,0.08534601,22.14234,0.0006490968,1.105541,0.05904197,20.56892,0.001508767,1.15926,0.04387451,19.65525,0.08194292,1.032933,0.03263458,-0.3725357,1.194994,1.588583,0.9249077,TEST,STAR,0.0058457223,0.9941543
1237665429173240194,6774561831627542528,STAR,4646,301,4,167,219.605015525829,25.6400671489506,0.0001719298,25.41446,0.0003389409,1.384692,0.113074,23.13891,0.5684623,1.148781,0.08810646,22.11878,0.06207201,1.10617,0.06095164,21.20626,0.1673743,1.02254,0.0452936,21.67356,0.2055424,1.059993,0.03369012,2.300514,1.047283,0.9281731,-0.4556904,TEST,GALAXY,0.9457771,0.054222938
1237659144559067848,9487985859510947840,STAR,3183,301,2,117,214.089086791261,55.6483572254401,5.80929e-06,25.79372,0.0009745497,1.690253,0.07605762,23.70986,3.437776,1.666654,0.05926358,21.98291,0.2941146,1.407898,0.04099827,20.55243,0.0005583963,1.370056,0.03046611,19.40158,0.000419888,1.480621,0.02266119,2.100658,1.745211,1.441013,1.158655,TEST,STAR,0.032423727,0.9675763
1237671125370078076,5953803885760237568,STAR,5972,301,6,113,132.137509852115,11.680735204584,0.000218354,24.05077,2.659431,1.450134,0.1052487,24.58485,0.002361127,1.44127,0.0820091,22.40111,0.0349295,1.40986,0.05673352,20.18899,0.1360252,1.289194,0.04215908,18.7546,0.02614485,1.392758,0.03135861,-0.5108471,2.209017,2.226694,1.44519,TEST,STAR,0.00541463,0.99458545
1237680529202873908,8620078101265928192,STAR,8162,301,2,142,342.243068129074,27.3976354641545,1.988168e-06,24.62716,0.002942189,0.9617863,0.2137357,23.25857,0.9509096,0.987155,0.1665414,21.91729,0.3780352,0.7302032,0.1152126,20.87737,0.0003588298,0.5909709,0.08561529,19.46147,0.1360822,0.8074145,0.06368205,1.415787,1.392607,1.069519,1.437826,TEST,STAR,0.24044338,0.75955665
1237668623553004356,6095885529580326912,STAR,5390,301,2,134,193.834940373007,16.7418037979616,0.0006057882,22.57839,0.5897213,1.130139,0.2263895,21.61565,0.0009067757,1.016476,0.1764012,21.89729,0.07037636,0.8089533,0.1220335,22.02662,0.1502217,0.5956469,0.09068398,21.86201,0.02931797,0.8303211,0.06745222,1.012732,-0.2272701,-0.0979805,0.1878395,TEST,STAR,0.0063920575,0.993608
1237658204523332259,9562462934187397120,STAR,2964,301,3,502,223.317350417009,42.9186755064438,0.0001445705,23.75845,0.2342705,1.407322,0.1032368,23.52129,0.9195306,1.307575,0.0804414,22.30104,0.07868607,0.9800863,0.05564899,20.77892,0.002123178,1.023305,0.04135316,19.85452,0.1589883,1.128594,0.03075916,0.2599602,1.245033,1.536417,0.9349976,TEST,STAR,0.05161515,0.9483848
1237680498598545276,8609921367922724864,STAR,8155,301,1,101,333.351786785031,29.685535253517,0.0001155442,25.80844,2.744855,1.576449,0.2996406,23.62336,0.122094,1.353811,0.2334779,22.0858,0.126135,1.11554,0.161519,20.60835,0.1579636,1.252239,0.1200259,19.89244,0.001654687,1.470233,0.08927722,2.251249,1.609516,1.518942,0.7466583,TEST,STAR,0.47079998,0.5292
1237661086959075884,12001061527077801984,STAR,3635,301,4,133,129.967536762404,27.7750422609529,0.0001479837,24.44401,0.00165342,1.383522,0.1910189,22.9376,2.159114,1.285463,0.1488407,22.3985,0.0283276,1.094037,0.1029673,21.10952,0.1952173,1.086227,0.07651573,19.86268,0.09820663,1.070786,0.05691364,1.54859,0.5849648,1.315439,1.266434,TEST,GALAXY,0.7557136,0.24428646
1237680504508317933,8732632925261287424,STAR,8156,301,4,165,347.330413112739,34.129889669902,9.237326e-05,23.78648,0.04515842,1.56484,0.3223844,23.5776,0.1200503,1.600859,0.2511998,22.04086,0.07875036,1.452847,0.1737788,20.83994,0.2658488,1.243572,0.1291363,19.90444,0.7109959,1.225661,0.09605368,0.2800674,1.614157,1.245569,0.9685802,TEST,GALAXY,0.9943796,0.005620404
1237679168232293025,12451585597864431616,STAR,7845,301,3,99,23.4339251888908,16.4037082617251,3.130745e-05,24.7692,0.01264184,1.301396,0.2964825,24.59088,0.07877975,1.19751,0.2310172,22.05983,0.0007827132,1.058746,0.1598166,20.51618,0.1222163,1.224047,0.1187609,19.4806,0.0654598,0.9526916,0.08833627,0.2437859,2.602251,1.584703,1.066008,TEST,STAR,0.009684786,0.99031526
1237666433652557137,8540123812234285056,STAR,4880,301,3,73,338.439317262302,22.5642305729766,0.0001643075,23.81981,0.0002766204,1.062258,0.2104068,24.03479,0.09755797,1.04507,0.1639476,22.4847,0.07867629,0.9323499,0.1134182,21.02134,0.02968414,0.8514232,0.08428186,19.93133,0.25338,0.8552017,0.06269022,-0.1685257,1.600624,1.492498,1.111595,TEST,STAR,0.015369036,0.984631
1237680529208771079,8667441774980255744,STAR,8162,301,2,232,357.48295566121,29.241790119628,0.0001736572,23.88159,0.1239454,1.231198,0.2444954,24.3373,0.0125878,1.125207,0.1905092,22.34397,0.2259887,0.9911729,0.1317934,21.30271,0.00113984,0.839851,0.0979366,19.924,0.02610216,0.9275084,0.07284684,-0.4017258,2.052046,1.075117,1.403793,TEST,STAR,0.113132164,0.8868678
1237680528666002972,8620091295405461504,STAR,8162,301,1,142,342.378802600981,27.1853011552464,6.307362e-05,24.83792,0.04564247,1.099943,0.2099384,23.51194,0.1216088,0.9851182,0.1635826,22.21275,0.162249,0.801142,0.1131657,20.88757,0.1429923,0.5973403,0.08409421,19.92637,0.1401365,0.9007712,0.06255064,1.372335,1.349602,1.354256,0.9827347,TEST,GALAXY,0.56148195,0.43851808
1237664818216763686,4473379089831710720,STAR,4504,301,2,207,191.673134090081,36.6979182574867,0.0001048909,22.48514,1.010687,1.740853,0.06748744,21.70344,0.0003815942,1.333053,0.05258576,22.07998,1.659669e-05,1.374508,0.03637858,21.74191,0.0004298384,1.203188,0.02703319,21.70118,0.03837907,1.121579,0.02010773,0.796608,-0.360342,0.3474178,0.04765511,TEST,GALAXY,0.59250283,0.40749717
1237661382241485380,9931716314958942208,STAR,3704,301,2,185,161.966024224577,39.4652466984248,3.420625e-05,24.75971,0.002805949,1.051059,0.05211981,23.44277,0.5882179,0.9674072,0.0406114,22.39197,0.09628915,0.946179,0.02809478,20.34565,0.0395881,0.7896242,0.02087743,19.31525,0.01402897,0.8171672,0.01552897,1.328451,1.063316,2.053534,1.035755,TEST,STAR,0.0054693837,0.9945306
